id_registro,data_evento,cidade,operadora,evento,latitude,longitude,tecnologia,banda,earfcn,pci,rsrp,rsrq,sinr
82,2025-09-05 13:05:07,Vitória,BRASILCOM,HTTP,-20.407349,-40.282329,5G,n78 (3500MHz),639320,222,-100.3,-11.6,26.2
83,2025-09-03 09:08:45,Vitória,BRASTEL,HTTP,-20.299344,-40.232522,5G,n78 (3500MHz),628734,163,-94.5,-6.6,28.6
84,2025-09-07 15:02:27,Vitória,BRCOMUNICACAO,YouTube,-20.405768,-40.234651,5G,n78 (3500MHz),659840,869,-99.5,-10.6,17.6
85,2025-09-04 07:58:24,Vitória,BRASTEL,Voz,-20.218205,-40.274699,5G,n78 (3500MHz),622103,671,-86.0,-9.7,19.0
86,2025-09-04 12:53:22,Brasília,BRASILCOM,Voz,-15.843556,-47.865348,5G,n78 (3500MHz),642689,205,-81.9,-5.1,11.0
87,2025-09-09 18:00:48,Belo Horizonte,BRCOMUNICACAO,Ping,-19.935692,-43.871436,5G,n78 (3500MHz),651427,643,-97.2,-12.8,4.9
88,2025-09-03 04:11:29,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.912626,-43.923184,5G,n78 (3500MHz),620914,273,-88.8,-6.7,26.4
89,2025-09-08 00:30:51,São Paulo,BRCOMUNICACAO,Ping,-23.463291,-46.63931,5G,n78 (3500MHz),640348,872,-77.4,-9.3,24.8
90,2025-09-09 02:45:00,Rio de Janeiro,BRASTEL,Voz,-22.83902,-43.138278,5G,n78 (3500MHz),650099,955,-70.8,-13.7,13.2
91,2025-09-06 00:02:26,Rio de Janeiro,BRASTEL,Ping,-22.993612,-43.129745,5G,n78 (3500MHz),643411,813,-86.1,-10.2,2.2
92,2025-09-04 02:01:00,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.905595,-43.957765,5G,n78 (3500MHz),641685,923,-91.0,-8.9,10.2
93,2025-09-03 17:14:52,Belo Horizonte,BRASTEL,HTTP,-19.872825,-43.872341,5G,n78 (3500MHz),628544,287,-79.5,-8.7,29.8
94,2025-09-07 09:19:40,Brasília,BRASTEL,YouTube,-15.74063,-47.895376,5G,n78 (3500MHz),624213,237,-81.9,-8.7,8.4
95,2025-09-05 06:08:08,Vitória,BRCOMUNICACAO,HTTP,-20.268788,-40.374163,5G,n78 (3500MHz),660697,379,-100.2,-12.9,26.3
96,2025-09-07 15:04:09,Brasília,BRCOMUNICACAO,HTTP,-15.702528,-47.863337,5G,n78 (3500MHz),640653,953,-74.2,-7.6,10.0
97,2025-09-07 23:17:34,Brasília,BRASTEL,Ping,-15.87049,-47.944999,5G,n78 (3500MHz),650010,734,-93.2,-11.3,10.1
98,2025-09-07 17:16:35,Rio de Janeiro,BRASILCOM,YouTube,-22.853978,-43.138653,5G,n78 (3500MHz),646094,90,-86.4,-12.5,16.8
99,2025-09-02 08:40:23,Rio de Janeiro,BRASILCOM,Ping,-22.968541,-43.201496,5G,n78 (3500MHz),641919,857,-89.4,-9.5,8.8
100,2025-09-03 11:27:39,Brasília,BRASTEL,Voz,-15.798343,-47.852019,5G,n78 (3500MHz),636738,389,-80.0,-8.7,12.9
101,2025-09-09 02:30:39,São Paulo,BRCOMUNICACAO,Voz,-23.525697,-46.614864,5G,n78 (3500MHz),630120,30,-74.1,-10.2,20.4
102,2025-09-03 08:15:08,Brasília,BRASILCOM,HTTP,-15.747015,-47.805675,5G,n78 (3500MHz),655111,40,-98.9,-9.7,1.7
103,2025-09-09 20:04:06,Brasília,BRASILCOM,HTTP,-15.875051,-47.85634,5G,n78 (3500MHz),629304,237,-101.7,-8.2,10.8
104,2025-09-06 23:21:15,Vitória,BRASTEL,YouTube,-20.361047,-40.297493,5G,n78 (3500MHz),672190,522,-100.8,-5.0,19.8
105,2025-09-03 17:35:28,Belo Horizonte,BRASTEL,Ping,-19.94464,-44.020849,5G,n78 (3500MHz),634349,368,-92.7,-12.3,5.3
106,2025-09-02 13:30:23,São Paulo,BRASILCOM,HTTP,-23.590033,-46.542305,5G,n78 (3500MHz),625420,442,-70.8,-13.1,27.1
107,2025-09-01 14:50:51,Vitória,BRASILCOM,Voz,-20.393551,-40.339133,5G,n78 (3500MHz),633977,472,-86.7,-8.3,11.0
108,2025-09-01 01:54:30,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.829075,-43.918365,5G,n78 (3500MHz),674995,546,-70.5,-12.1,19.3
109,2025-09-05 03:58:50,Brasília,BRASTEL,Voz,-15.891222,-47.911056,5G,n78 (3500MHz),670303,83,-100.7,-6.2,23.6
110,2025-09-04 21:49:52,Belo Horizonte,BRCOMUNICACAO,Voz,-19.924685,-43.854242,5G,n78 (3500MHz),639608,695,-90.7,-11.0,12.3
111,2025-09-07 10:58:31,Belo Horizonte,BRASTEL,Voz,-19.974916,-43.856635,5G,n78 (3500MHz),633957,867,-84.9,-13.7,9.2
112,2025-09-02 08:30:23,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.935662,-43.930193,5G,n78 (3500MHz),664296,987,-84.2,-7.4,2.1
113,2025-09-08 04:20:33,Brasília,BRCOMUNICACAO,Voz,-15.717231,-47.969779,5G,n78 (3500MHz),627517,854,-89.1,-5.3,9.9
114,2025-09-02 18:21:22,São Paulo,BRASTEL,YouTube,-23.526633,-46.702547,5G,n78 (3500MHz),655129,513,-95.1,-12.2,7.9
115,2025-09-08 06:31:26,Brasília,BRASILCOM,Ping,-15.731505,-47.862374,5G,n78 (3500MHz),645676,274,-84.1,-10.2,29.9
116,2025-09-09 20:51:05,Vitória,BRASTEL,Ping,-20.267514,-40.239332,5G,n78 (3500MHz),678871,644,-70.1,-5.8,23.2
117,2025-09-05 09:31:36,São Paulo,BRASILCOM,YouTube,-23.633485,-46.690009,5G,n78 (3500MHz),652760,160,-82.2,-13.5,21.5
118,2025-09-07 12:31:31,São Paulo,BRASILCOM,YouTube,-23.540044,-46.657375,5G,n78 (3500MHz),666941,232,-92.4,-13.9,21.7
119,2025-09-05 06:58:45,Vitória,BRASILCOM,Ping,-20.231582,-40.410176,5G,n78 (3500MHz),653538,602,-91.1,-6.0,1.2
120,2025-09-05 20:20:54,Belo Horizonte,BRCOMUNICACAO,Voz,-20.012149,-44.015983,5G,n78 (3500MHz),628214,157,-89.9,-10.7,8.6
121,2025-09-09 23:29:00,Belo Horizonte,BRCOMUNICACAO,HTTP,-19.923096,-43.947802,5G,n78 (3500MHz),668747,991,-71.3,-10.3,20.2
122,2025-09-02 18:31:37,Belo Horizonte,BRASTEL,HTTP,-19.86596,-43.948753,5G,n78 (3500MHz),675029,213,-94.2,-7.5,3.2
123,2025-09-06 08:40:33,Brasília,BRASTEL,YouTube,-15.769249,-47.823119,5G,n78 (3500MHz),652470,185,-88.1,-6.9,26.0
124,2025-09-08 15:26:32,Rio de Janeiro,BRASILCOM,Ping,-22.965608,-43.168239,5G,n78 (3500MHz),625676,176,-100.8,-13.8,9.2
125,2025-09-01 15:37:58,Vitória,BRASTEL,Voz,-20.264587,-40.249342,5G,n78 (3500MHz),638301,139,-77.1,-9.4,21.8
126,2025-09-03 18:44:46,Brasília,BRASTEL,Ping,-15.75345,-47.846283,5G,n78 (3500MHz),675414,595,-80.7,-6.5,7.3
127,2025-09-05 02:20:29,Vitória,BRCOMUNICACAO,Ping,-20.229154,-40.34797,5G,n78 (3500MHz),679476,132,-73.7,-8.1,1.1
128,2025-09-08 15:32:21,Vitória,BRASTEL,Voz,-20.278403,-40.273592,5G,n78 (3500MHz),645801,167,-91.3,-9.7,2.5
129,2025-09-07 01:09:57,Brasília,BRCOMUNICACAO,HTTP,-15.830267,-47.935693,5G,n78 (3500MHz),644125,687,-78.7,-13.6,13.0
130,2025-09-02 17:18:32,Belo Horizonte,BRASILCOM,YouTube,-19.865972,-43.868248,5G,n78 (3500MHz),629607,61,-104.6,-7.1,18.1
131,2025-09-06 13:43:47,Rio de Janeiro,BRASTEL,HTTP,-22.963114,-43.085479,5G,n78 (3500MHz),670335,985,-77.5,-12.2,10.1
132,2025-09-09 07:02:23,Belo Horizonte,BRASTEL,YouTube,-19.963061,-43.847892,5G,n78 (3500MHz),626712,1000,-70.4,-7.5,20.0
133,2025-09-06 04:48:25,São Paulo,BRASILCOM,Ping,-23.55628,-46.630621,5G,n78 (3500MHz),655511,861,-103.3,-13.8,11.6
134,2025-09-03 21:56:22,Vitória,BRASTEL,Ping,-20.284203,-40.286196,5G,n78 (3500MHz),643476,597,-89.6,-12.2,1.1
135,2025-09-07 23:37:45,Brasília,BRCOMUNICACAO,Voz,-15.771251,-47.8476,5G,n78 (3500MHz),637789,383,-91.1,-10.2,3.8
136,2025-09-02 09:09:52,Rio de Janeiro,BRCOMUNICACAO,Voz,-22.865375,-43.19291,5G,n78 (3500MHz),649609,913,-98.8,-11.1,27.9
137,2025-09-04 22:07:17,Belo Horizonte,BRASILCOM,Voz,-20.003501,-43.888905,5G,n78 (3500MHz),670695,185,-83.0,-5.6,21.9
138,2025-09-06 01:32:14,Rio de Janeiro,BRCOMUNICACAO,Ping,-22.807207,-43.143506,5G,n78 (3500MHz),675302,777,-71.0,-9.5,27.2
139,2025-09-04 01:11:36,Brasília,BRASILCOM,YouTube,-15.889081,-47.813041,5G,n78 (3500MHz),620937,606,-70.2,-6.5,16.0
140,2025-09-07 07:52:03,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.92318,-43.988508,5G,n78 (3500MHz),641541,320,-99.2,-5.2,23.3
141,2025-09-06 10:15:03,São Paulo,BRASTEL,HTTP,-23.582189,-46.605377,5G,n78 (3500MHz),634718,904,-81.1,-11.6,14.2
142,2025-09-05 19:40:17,São Paulo,BRASTEL,YouTube,-23.517463,-46.551079,5G,n78 (3500MHz),646375,310,-92.3,-6.2,4.7
143,2025-09-07 11:56:04,Rio de Janeiro,BRASILCOM,HTTP,-22.949871,-43.224416,5G,n78 (3500MHz),662009,573,-88.7,-6.5,19.4
144,2025-09-02 03:09:03,São Paulo,BRCOMUNICACAO,Voz,-23.630914,-46.615514,5G,n78 (3500MHz),654980,88,-73.9,-11.2,3.4
145,2025-09-04 01:31:18,Rio de Janeiro,BRASILCOM,HTTP,-22.850997,-43.127218,5G,n78 (3500MHz),672658,360,-94.9,-12.5,5.4
146,2025-09-02 04:48:45,Brasília,BRASTEL,HTTP,-15.852016,-47.938842,5G,n78 (3500MHz),648705,639,-77.6,-11.1,29.5
147,2025-09-07 08:30:29,Belo Horizonte,BRCOMUNICACAO,Voz,-19.838291,-43.952605,5G,n78 (3500MHz),650732,540,-81.1,-9.5,23.3
148,2025-09-05 10:38:00,São Paulo,BRASTEL,YouTube,-23.502947,-46.573888,5G,n78 (3500MHz),620086,702,-94.6,-11.2,8.9
149,2025-09-08 11:53:56,Belo Horizonte,BRASTEL,Voz,-19.835824,-43.934756,5G,n78 (3500MHz),621974,978,-95.2,-11.2,21.4
150,2025-09-09 00:56:57,Brasília,BRASTEL,YouTube,-15.81029,-47.918053,5G,n78 (3500MHz),665002,486,-89.5,-13.7,19.4
151,2025-09-04 13:15:23,Vitória,BRASTEL,YouTube,-20.227992,-40.220771,5G,n78 (3500MHz),622047,237,-82.2,-10.7,10.3
152,2025-09-07 17:38:28,São Paulo,BRASILCOM,HTTP,-23.645782,-46.718659,5G,n78 (3500MHz),648307,978,-86.6,-12.7,1.7
153,2025-09-03 18:15:45,Belo Horizonte,BRCOMUNICACAO,Voz,-19.997308,-43.931951,5G,n78 (3500MHz),624822,787,-90.6,-6.3,4.3
154,2025-09-01 17:47:55,Rio de Janeiro,BRASILCOM,Ping,-22.94253,-43.216428,5G,n78 (3500MHz),653368,456,-90.7,-9.3,27.1
155,2025-09-01 19:43:18,São Paulo,BRASTEL,YouTube,-23.587478,-46.53348,5G,n78 (3500MHz),648691,843,-74.5,-8.7,2.2
156,2025-09-08 18:33:31,Belo Horizonte,BRASTEL,Voz,-19.992197,-43.905205,5G,n78 (3500MHz),644194,757,-73.5,-6.5,8.2
157,2025-09-02 20:39:30,Brasília,BRASILCOM,Ping,-15.84654,-47.91758,5G,n78 (3500MHz),663064,177,-77.6,-12.1,26.1
158,2025-09-04 07:53:09,São Paulo,BRASILCOM,YouTube,-23.628029,-46.655541,5G,n78 (3500MHz),630648,654,-83.0,-13.1,12.7
159,2025-09-08 10:34:04,São Paulo,BRCOMUNICACAO,YouTube,-23.572639,-46.539089,5G,n78 (3500MHz),621208,121,-71.8,-11.6,0.4
160,2025-09-04 23:31:40,Vitória,BRCOMUNICACAO,YouTube,-20.333567,-40.257584,5G,n78 (3500MHz),665572,273,-88.2,-9.2,8.6
161,2025-09-09 09:35:34,Vitória,BRASTEL,HTTP,-20.322276,-40.283244,5G,n78 (3500MHz),630779,419,-87.2,-11.5,24.6
162,2025-09-09 15:51:44,Vitória,BRASTEL,YouTube,-20.28099,-40.263466,5G,n78 (3500MHz),655733,639,-82.0,-7.2,3.0
163,2025-09-02 09:28:16,Brasília,BRASILCOM,Ping,-15.768064,-47.933006,5G,n78 (3500MHz),643789,87,-79.2,-13.2,14.4
164,2025-09-08 13:37:52,Belo Horizonte,BRASILCOM,YouTube,-19.818978,-43.902042,5G,n78 (3500MHz),674910,106,-101.0,-13.7,16.9
165,2025-09-03 04:18:06,Rio de Janeiro,BRCOMUNICACAO,HTTP,-22.967441,-43.091139,5G,n78 (3500MHz),659965,540,-85.8,-8.0,22.4
166,2025-09-08 13:24:17,São Paulo,BRASTEL,Ping,-23.639462,-46.699909,5G,n78 (3500MHz),647965,64,-90.5,-8.3,3.5
167,2025-09-01 14:39:41,São Paulo,BRCOMUNICACAO,YouTube,-23.577486,-46.643057,5G,n78 (3500MHz),673228,899,-70.3,-8.9,10.1
168,2025-09-06 12:15:20,Brasília,BRASILCOM,Voz,-15.880465,-47.922788,5G,n78 (3500MHz),623549,52,-104.6,-8.4,10.9
169,2025-09-01 01:13:33,Rio de Janeiro,BRASTEL,Ping,-22.959141,-43.216084,5G,n78 (3500MHz),657265,763,-79.2,-11.4,0.6
170,2025-09-07 17:11:52,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.865718,-43.095185,5G,n78 (3500MHz),621919,780,-81.8,-13.6,4.0
171,2025-09-04 08:28:27,Rio de Janeiro,BRCOMUNICACAO,HTTP,-22.948402,-43.25857,5G,n78 (3500MHz),621945,23,-96.6,-8.6,15.7
172,2025-09-05 14:54:21,São Paulo,BRCOMUNICACAO,Voz,-23.526649,-46.70959,5G,n78 (3500MHz),649529,64,-104.1,-11.7,17.2
173,2025-09-05 03:21:27,Vitória,BRCOMUNICACAO,Voz,-20.341658,-40.235982,5G,n78 (3500MHz),679239,454,-93.5,-7.9,25.0
174,2025-09-02 23:51:49,Rio de Janeiro,BRCOMUNICACAO,Voz,-22.941499,-43.263547,5G,n78 (3500MHz),668295,499,-97.5,-13.5,26.5
175,2025-09-09 15:17:59,Brasília,BRCOMUNICACAO,Voz,-15.724721,-47.792958,5G,n78 (3500MHz),658622,1001,-76.1,-10.3,18.3
